marker_symbol,mp_term_name,zygosity,effect_size
Pax6,abnormal eye morphology,heterozygote,1
Rnf138,thrombocytosis,homozygote,1.17264483431213
Cog6,increased circulating amylase level,homozygote,1.15314849702907
Foxe3,abnormal eye morphology,homozygote,1
Gpc1,abnormal eye morphology,homozygote,1
Cops7a,abnormal eye morphology,homozygote,1
Zfp281,hyperactivity,heterozygote,1.2861148875831
Hectd1,increased circulating calcium level,heterozygote,7.35931523484826
Krit1,pallor,homozygote,1
Atl3,small adrenal glands,homozygote,1
Folr1,pallor,homozygote,1
Mboat1,increased thigmotaxis,homozygote,0.231455316986057
Dicer1,"preweaning lethality, complete penetrance",homozygote,1
Il2ra,short tibia,homozygote,-2.10651606282031
Pparg,"preweaning lethality, complete penetrance",homozygote,1
Map3k7,"preweaning lethality, complete penetrance",homozygote,1
Prss54,abnormal tooth morphology,homozygote,1
Polr1c,cataract,heterozygote,0.379559095106187
Dzank1,thrombocytosis,homozygote,1.47643406518423
Krt72,abnormal eye morphology,homozygote,1
Minar2,decreased bone mineral content,homozygote,-1.37923076104899
Tcaim,increased monocyte cell number,homozygote,0.788006333800492
Catsperz,increased prepulse inhibition,homozygote,0.617673927449869
Itch,enlarged spleen,homozygote,1
Sbk1,"preweaning lethality, incomplete penetrance",homozygote,1
Cpox,"preweaning lethality, complete penetrance",homozygote,1
Dctn2,"preweaning lethality, complete penetrance",homozygote,1
Tgfbr2,"preweaning lethality, complete penetrance",homozygote,1
Mtrr,"preweaning lethality, complete penetrance",homozygote,1
Ubap1l,"preweaning lethality, incomplete penetrance",homozygote,1
Otulin,"preweaning lethality, complete penetrance",homozygote,1
Pias2,decreased body length,homozygote,-1.61054441080727
Adipor1,decreased cornea thickness,homozygote,-1.42342894751526
Fam110b,decreased lactate dehydrogenase level,heterozygote,-0.885650734247764
Map3k10,decreased bone mineral content,homozygote,-0.53117342498899
Elmod1,decreased leukocyte cell number,homozygote,-1.25979546586477
Abhd12b,hypoactivity,homozygote,-1.5844509195525
Cnpy2,small testis,homozygote,1
Ilk,hyperactivity,heterozygote,1.0842174931523
Lmod3,decreased prepulse inhibition,homozygote,-3.18755065832823
Actrt3,hyperactivity,homozygote,1.25955795307535
Dusp15,hyperactivity,homozygote,0.691868416972247
Duoxa2,increased mean corpuscular hemoglobin concentration,homozygote,1.31734998916476
Gimap6,increased total body fat amount,homozygote,1.2855885647347
Cttnbp2,decreased total body fat amount,homozygote,-1.16678199508146
Usp19,decreased total body fat amount,heterozygote,-0.972722294064656
Elapor1,abnormal vitreous body morphology,heterozygote,0.553504962779156
Abce1,anophthalmia,heterozygote,0.132943697642704
Clk2,increased startle reflex,homozygote,2.83642191112857
Gpr142,decreased circulating glucose level,homozygote,-2.44093081338348
Krtap17-1,abnormal coat appearance,homozygote,0.5625
Gna11,thrombocytopenia,homozygote,-1.24695064470766
Dock9,decreased total body fat amount,homozygote,-0.187093166275259
Ces2e,decreased hematocrit,homozygote,-3.22869277742168
Oard1,increased exploration in new environment,homozygote,1.16209071745324
Gnl1,decreased lean body mass,homozygote,-1.66826899203755
Pcm1,decreased lean body mass,homozygote,-1.03175311383967
Alpk1,increased mean corpuscular hemoglobin,homozygote,1.0855170204603
Tnip1,increased circulating potassium level,homozygote,2.09207556686471
Zswim5,decreased grip strength,homozygote,-1.08900552416965
Arhgef4,decreased T cell number,homozygote,-1.55125535632351
Dsp,abnormal embryo turning,homozygote,1
Golph3,abnormal skin morphology,homozygote,1
Kcne1,hyperactivity,homozygote,10.5637405856104
Cyp2d22,abnormal skin morphology,homozygote,1
Mtap,enlarged spleen,heterozygote,1
Tnfaip8l1,abnormal spleen morphology,homozygote,1
Chmp2b,abnormal spleen morphology,heterozygote,1
Mettl14,small spleen,heterozygote,1
Dnmbp,abnormal spleen morphology,homozygote,1
Uggt1,abnormal liver morphology,heterozygote,1
Grm3,microphthalmia,homozygote,1
Nrbp1,increased grip strength,heterozygote,0.89961373342333
Reg3g,increased circulating HDL cholesterol level,homozygote,0.77617200161878
Ap2a2,increased circulating HDL cholesterol level,homozygote,4.2944382594061
C2cd4b,decreased circulating HDL cholesterol level,homozygote,-0.478101134710728
Ehbp1,embryonic lethality prior to tooth bud stage,homozygote,1
Psph,abnormal craniofacial morphology,homozygote,1
Cndp2,increased startle reflex,homozygote,0.647720171205312
Efr3b,female infertility,homozygote,1
C1ql2,female infertility,homozygote,1
Kcne1,abnormal locomotor behavior,homozygote,0.392382924043404
Ndrg4,hyperactivity,homozygote,-2.8135869393499
Ube2j1,short tibia,homozygote,-2.77544295461061
Myo5c,increased lean body mass,homozygote,-0.0370846152630164
Dlk1,abnormal bone structure,homozygote,-1.0397584744193
Hells,decreased circulating LDL cholesterol level,homozygote,-2.7117036944561
Stmn3,increased lean body mass,homozygote,1.17838210789897
Scaper,improved glucose tolerance,homozygote,-0.552744006381333
Usp30,abnormal auditory brainstem response,homozygote,0.953125
Setmar,abnormal gait,homozygote,0.415273132664437
Sncb,abnormal bone structure,homozygote,-1.06232187586086
Xpo5,abnormal ovary morphology,heterozygote,1
Mcm4,increased grip strength,heterozygote,-0.295788172488536
Cyb561,abnormal behavior,homozygote,0.574701935258459
Dhcr7,edema,homozygote,1
Stk16,increased mean corpuscular hemoglobin,homozygote,2.46686833673295
Chn1,increased mean corpuscular hemoglobin,homozygote,2.21900818607263
Slc20a2,abnormal iris morphology,homozygote,0.475057433541188
AW549877,increased cardiac stroke volume,homozygote,0.448314946626121
Aspa,decreased prepulse inhibition,homozygote,-2.31059582112001
Asb8,abnormal retinal inner nuclear layer morphology,homozygote,-1.30905292458659
Rnf25,increased mean corpuscular volume,homozygote,1.18356401439677
AW549877,abnormal retinal inner nuclear layer morphology,homozygote,-1.83054170930675
Xbp1,decreased red blood cell distribution width,heterozygote,-0.79764013714242
Gigyf2,decreased leukocyte cell number,homozygote,-1.07379936393599
Idh3g,abnormal spleen morphology,homozygote,1
Rhbdf2,abnormal coat appearance,homozygote,0.731308221952207
Fut2,increased bone mineral content,homozygote,1.09517529494809
Ppp2r5c,increased blood urea nitrogen level,homozygote,2.25441667237612
4933434E20Rik,increased bone mineral content,heterozygote,0.53276099790198606
Pth2r,increased bone mineral content,homozygote,0.876520893241224
Polr2f,increased bone mineral content,heterozygote,0.437684723688838
Slc38a10,abnormal eye morphology,homozygote,0.87719298245614
Sgsm1,increased circulating fructosamine level,homozygote,0.124611389678882
D6Wsu163e,increased circulating fructosamine level,homozygote,1.30348261287722
Hspb2,decreased coping response,homozygote,-0.532143936845818
Alkbh6,persistence of hyaloid vascular system,homozygote,0.349073256840247
Fam163a,increased hemoglobin content,homozygote,1.50525915325414
Vgf,decreased circulating fructosamine level,homozygote,-1.5571292269498
Xkr5,decreased red blood cell distribution width,homozygote,-0.383270882503243
Kcnf1,hyperactivity,homozygote,-0.900537362344099
Nxn,abnormal mammary gland morphology,heterozygote,1
Ltbp1,abnormal cranium morphology,homozygote,0.795418866847438
Rasal2,abnormal coat appearance,homozygote,0.263223977318753
Fdx2,abnormal liver morphology,homozygote,1
Hikeshi,abnormal liver morphology,heterozygote,1
Tmem106b,decreased body length,homozygote,-3.56308537477099
Nxn,abnormal retinal blood vessel morphology,heterozygote,0.129677026203534
Sorcs2,increased mean platelet volume,homozygote,0.571998544238192
Zfp281,small spleen,heterozygote,1
Slit2,abnormal spleen morphology,heterozygote,1
Gjb4,abnormal spleen morphology,homozygote,1
Ift74,limb grasping,homozygote,0.407426778242678
Camk1,decreased fasting circulating glucose level,homozygote,-1.54800507615262
Nlrp4e,increased fasting circulating glucose level,homozygote,0.335703002611835
Fabp1,decreased large unstained cell number,homozygote,-1.00267594267713
Btg1,abnormal ovary morphology,homozygote,1
Spz1,abnormal ovary morphology,homozygote,1
Gsto1,decreased grip strength,homozygote,-1.20351191760941
Adipor2,increased spleen weight,homozygote,0.639493249250043
Myom3,decreased circulating glucose level,homozygote,-0.836413584832093
Cd300a,decreased eosinophil cell number,homozygote,-0.818535065461556
Cntnap5a,decreased lean body mass,homozygote,0.137741645981543
Ppp2r5e,hypoactivity,homozygote,-1.53914215439646
Sorl1,abnormal retina morphology,homozygote,0.308344988344988
Trim33,impaired cued conditioning behavior,heterozygote,-0.741755782340567
Asb10,increased hemoglobin content,homozygote,0.410940899454853
Fam199x,decreased total body fat amount,homozygote,-1.75875762515946
Pkn2,decreased circulating unsaturated transferrin level,heterozygote,-1.1293540677258
Erlin1,decreased bone mineral content,homozygote,-1.08243505645001
Gp2,abnormal skin morphology,homozygote,1
Rpl12,abnormal skin morphology,heterozygote,1
Sel1l,vertebral fusion,heterozygote,0.507304372981052
Bhlhe40,decreased circulating glycerol level,homozygote,-1.50513558941146
Niban1,abnormal spleen morphology,homozygote,1
Meis3,abnormal spleen morphology,homozygote,1
Bms1,cataract,heterozygote,0.389095744680851
Wnt6,shortened ST segment,heterozygote,-0.651453839954716
Slc44a3,cataract,homozygote,0.422183979974969
Rnf10,hypoactivity,homozygote,-1.03532466223396
Cpe,hypoactivity,homozygote,-2.07434301621613
Cox5b,"preweaning lethality, complete penetrance",homozygote,1
Pptc7,"preweaning lethality, incomplete penetrance",homozygote,1
Ctsa,enlarged spleen,homozygote,1
Ndufaf8,"preweaning lethality, complete penetrance",homozygote,1
Fuz,abnormal limb morphology,homozygote,1
Marchf6,decreased exploration in new environment,homozygote,1.69712696854611
Elk4,decreased circulating glycerol level,homozygote,-1.368682010542
Tlr12,decreased body length,homozygote,-0.71009429975568
Dusp8,decreased brain size,homozygote,1
Ccdc15,decreased thigmotaxis,homozygote,0.631721169976714
Stbd1,decreased prepulse inhibition,homozygote,-1.03573575938352
Ulk3,decreased exploration in new environment,homozygote,1.2918287109215
Cspg4,increased spleen weight,homozygote,0.183879864861211
Crybb3,enlarged epididymis,homozygote,1
Txnip,decreased circulating bilirubin level,homozygote,-1.02521102052241
Calb1,small testis,homozygote,1
Ncald,hyperactivity,homozygote,1.20724374600562
Tmem237,small testis,heterozygote,1
Gpr137,hyperactivity,homozygote,1.93519900297342
Sp5,hyperactivity,homozygote,1.3086776396505
Pepd,decreased bone mineral content,homozygote,-1.47751451035489
Fam234b,decreased lactate dehydrogenase level,homozygote,-1.31345304206041
P3h1,thin skin,homozygote,1
Kif13a,abnormal skin morphology,homozygote,1
Nptn,abnormal auditory brainstem response,homozygote,0.965853658536585
Dhx8,abnormal skin morphology,heterozygote,1
Aff4,abnormal skin morphology,heterozygote,1
Bloc1s6,abnormal skin morphology,homozygote,1
Krtap17-1,abnormal skin morphology,homozygote,1
Clcnkb,abnormal skin morphology,homozygote,1
Abhd5,abnormal snout morphology,homozygote,0.318504190844616
Mir96,abnormal behavior,homozygote,2.61471875113001
Fam161a,increased heart rate,homozygote,1.36277089039422
4930432K21Rik,hyperactivity,homozygote,0.437419812435498
Actrt3,hyperactivity,homozygote,1.27900206443
Lef1,decreased circulating insulin level,heterozygote,-0.550223649778286
Tex37,decreased circulating insulin level,homozygote,-0.481505583498155
Hirip3,decreased total body fat amount,homozygote,-0.733876516124193
Arid1b,"preweaning lethality, complete penetrance",homozygote,1
Vps33a,"preweaning lethality, complete penetrance",homozygote,1
Dipk1a,decreased mean platelet volume,homozygote,-1.54562523233943
Aste1,increased circulating chloride level,homozygote,-0.118657681085668
Entpd1,thrombocytopenia,homozygote,-1.86443365381287
Hdgfl3,decreased grip strength,homozygote,-1.21832928722723
Tm4sf5,decreased fluid intake,homozygote,-0.975155308763044
Ywhab,abnormal behavior,homozygote,0.125
Rhbdf2,abnormal response to tactile stimuli,homozygote,0.644846116267709
Aff4,abnormal blood vessel morphology,homozygote,1
Uggt1,abnormal blood vessel morphology,heterozygote,1
Actl10,increased red blood cell distribution width,homozygote,0.408418022556251
Rac2,increased exploration in new environment,homozygote,-0.384422001723886
Ropn1l,abnormal tooth morphology,homozygote,0.268496189833124
Nog,increased heart weight,heterozygote,0.999002358202294
Arrb2,increased circulating HDL cholesterol level,homozygote,1.21725669951039
Agbl1,shortened PR interval,homozygote,-0.632880029243365
Larp1,"preweaning lethality, complete penetrance",homozygote,1
Rundc3a,increased heart rate,homozygote,0.899491107477041
Ube2d3,hypoactivity,heterozygote,2.28256608306874
Zswim1,increased neutrophil cell number,homozygote,2.28774290812123
Taf12,"preweaning lethality, complete penetrance",homozygote,1
Ift88,increased thigmotaxis,heterozygote,0.652661959842408
Slc7a11,abnormal vitreous body morphology,homozygote,-2.2136892240803
Fbxo38,decreased grip strength,homozygote,-1.49401283833067
Fmo5,increased prepulse inhibition,homozygote,0.987679577567188
Clcnkb,abnormal lymph node morphology,homozygote,1
Hilpda,decreased cardiac muscle contractility,homozygote,-2.39483310495875
Prrt2,decreased startle reflex,homozygote,-1.03515143358315
Ccdc18,increased circulating free fatty acids level,homozygote,3.3469708134656
Fbxw9,anophthalmia,homozygote,1
Tmem63b,decreased vertical activity,heterozygote,-1.64279962323597
Stx6,increased circulating alkaline phosphatase level,homozygote,2.03214112853006
Cdc42,increased circulating alkaline phosphatase level,heterozygote,0.377647884869688
Fam162a,abnormal retinal vasculature morphology,homozygote,0.608342217484009
Gtpbp10,increased heart rate,homozygote,0.859801281693322
Rhbdl3,increased thigmotaxis,heterozygote,0.63776309111453
Stat1,increased basophil cell number,homozygote,1.16705047412653
Sirt6,increased circulating cholesterol level,heterozygote,1.25227161844263
Timp3,abnormal retinal blood vessel morphology,homozygote,0.421572022160665
Mocs2,increased startle reflex,heterozygote,0.988885314313316
Scarb2,decreased exploration in new environment,homozygote,-1.00379962640311
Col4a5,abnormal kidney morphology,hemizygote,1
Crybg1,decreased exploration in new environment,heterozygote,-1.29262012108659
Thsd7a,increased exploration in new environment,homozygote,-0.495049763688645
Neurod2,hyperactivity,homozygote,3.32831647893059
Edem3,no spontaneous movement,heterozygote,1
Ppp2cb,"preweaning lethality, incomplete penetrance",homozygote,1
Hoxb13,"preweaning lethality, incomplete penetrance",homozygote,1
Hnrnpab,"preweaning lethality, incomplete penetrance",homozygote,1
Col9a2,abnormal auditory brainstem response,homozygote,0.973568281938326
Cldn16,decreased bone mineral content,homozygote,-0.961652219407924
Setd6,sclerocornea,homozygote,0.450522964984084
Ica1,enlarged cecum,homozygote,1
Ankrd52,decreased grip strength,heterozygote,0.698880049231558
Sorbs2,increased mean corpuscular hemoglobin,homozygote,2.74162306290857
Pigh,abnormal sleep behavior,heterozygote,-1.12594161425276
Apex2,increased mean corpuscular volume,hemizygote,6.84518203598296
Trh,hypoactivity,homozygote,-1.07568812786409
Myl2,increased total body fat amount,heterozygote,-0.0747463642052102
Klf7,increased mean corpuscular volume,heterozygote,1.20531295505042
Hook3,decreased circulating glucose level,homozygote,-1.49111330159908
Robo3,"preweaning lethality, complete penetrance",homozygote,1
Rbbp4,increased lean body mass,heterozygote,-1.01540737494554
Katnb1,"preweaning lethality, complete penetrance",homozygote,1
Usp53,abnormal startle reflex,homozygote,0.9375
Adsl,abnormal retinal vasculature morphology,heterozygote,0.688449023861171
Far2,abnormal sleep behavior,homozygote,0.676829283983192
Fam234b,increased circulating calcium level,homozygote,2.68533289871701
Prepl,eyelids fail to open,homozygote,0.284545833912923
Sdc2,decreased total retina thickness,homozygote,-0.944339593343835
Efr3b,increased bone mineral content,homozygote,0.942143254527919
Gpr83,enlarged thymus,homozygote,1
Rnf148,enlarged thymus,homozygote,1
Clpp,increased circulating cholesterol level,homozygote,-0.360948121155228
Tceal5,increased circulating cholesterol level,homozygote,1.23736379304272
Calb1,enlarged thymus,homozygote,1
Slc46a3,increased circulating cholesterol level,homozygote,0.19409197160182
Ovch2,male infertility,homozygote,1
Trabd2b,enlarged thymus,homozygote,1
Arih1,decreased anxiety-related response,heterozygote,1.35422136310003
Naa38,enlarged thymus,heterozygote,1
Atf2,increased circulating potassium level,heterozygote,1.36379963293979
Plac9a,decreased lean body mass,homozygote,-0.711546146244147
Pfdn6,decreased circulating alanine transaminase level,heterozygote,-0.202536927896677
Rnf135,small uterus,homozygote,1
Prpf40a,hypoactivity,heterozygote,-0.219816637017489
Krtap8-1,lordosis,homozygote,0.345112079701121
Mmaa,hypoactivity,homozygote,-2.00034912483441
Pabpc1l,increased mean corpuscular hemoglobin,homozygote,0.925584743177169
Maml2,short tibia,homozygote,-2.74174969137959
Fgf15,abnormal embryo size,homozygote,1
Crispld2,abnormal embryo size,homozygote,1
Pex3,increased mean corpuscular hemoglobin,homozygote,0.87713373341786
Retreg3,increased circulating triglyceride level,homozygote,0.483381219758394
Pcgf2,decreased vertical activity,heterozygote,-0.684421584505139
Usp45,decreased bone mineral density,homozygote,-0.572459213663769
Agpat1,increased circulating alkaline phosphatase level,heterozygote,0.513198352435882
Ppp3ca,abnormal tail movements,homozygote,0.602369980250165
Tnfrsf1b,decreased circulating creatinine level,homozygote,-1.19255367034757
Slc29a3,decreased erythrocyte cell number,homozygote,-6.99920862697343
Filip1,increased blood urea nitrogen level,homozygote,0.712753048361188
Setd3,small testis,homozygote,1
Klhl5,decreased exploration in new environment,homozygote,-1.53820830094385
Nedd4l,abnormal auditory brainstem response,homozygote,0.973799126637555
Nisch,abnormal cranium morphology,homozygote,0.325133556963598
Foxo3,decreased startle reflex,homozygote,-1.66861467816274
Gpr139,enlarged heart,homozygote,1
Slc44a1,abnormal retinal outer nuclear layer morphology,homozygote,-9.45823156367056
Orc1,increased grip strength,heterozygote,0.965212281473512
Kank1,"preweaning lethality, incomplete penetrance",homozygote,1
Efl1,"preweaning lethality, complete penetrance",homozygote,1
Ino80d,"preweaning lethality, incomplete penetrance",homozygote,1
Snai3,"preweaning lethality, incomplete penetrance",homozygote,1
Adamts1,abnormal placenta vasculature,homozygote,1
Abca13,abnormal male genitalia morphology,homozygote,0.1875
Serpinf1,decreased mean corpuscular hemoglobin concentration,homozygote,-0.758930022483629
Camsap3,decreased circulating insulin level,homozygote,-0.455433232059517
H1f10,abnormal spinal cord morphology,heterozygote,1
Hook3,increased mean corpuscular hemoglobin concentration,homozygote,5.98543942061175
Fgb,decreased circulating phosphate level,heterozygote,-0.449012301231668
Tpcn2,abnormal behavior,homozygote,-0.287066855464698
Pgbd1,abnormal skin morphology,homozygote,1
Zfp644,increased circulating HDL cholesterol level,homozygote,1.33016412576452
Naa10,decreased heart weight,hemizygote,-1.2229163144007
Top3a,increased anxiety-related response,heterozygote,1.00966188974673
Minar2,abnormal auditory brainstem response,homozygote,0.973105134474328
Aoc1,decreased circulating phosphate level,homozygote,-0.409560399616183
Nog,abnormal heart morphology,homozygote,1
Aldoc,decreased pulmonary ventilation,homozygote,-0.924667654891621
Arhgap26,increased circulating phosphate level,homozygote,1.63758551250522
Fmo5,increased prepulse inhibition,homozygote,0.897567295683519
Efr3b,decreased prepulse inhibition,homozygote,-1.21306402967416
Tpcn2,abnormal vocalization,homozygote,0.304950688409335
Pramel12,small heart,homozygote,1
Trappc1,small heart,heterozygote,1
Fsd2,enlarged heart,homozygote,1
Slc29a3,decreased circulating creatine kinase level,homozygote,-0.479000438844489
Mysm1,abnormal behavior,homozygote,1.65121529512513
Kansl1,decreased total retina thickness,heterozygote,-2.01422517312141
Col4a5,decreased circulating serum albumin level,hemizygote,-2.86950862754001
Rnf19b,increased heart left ventricle size,heterozygote,1.53317204473579
Bbc3,increased hemoglobin content,homozygote,1.72715376764241
Elmod1,decreased circulating glucose level,homozygote,-0.821170257428709
Tram2,abnormal spine curvature,homozygote,0.340943059640326
1700008O03Rik,abnormal hair growth,homozygote,0.211855580628363
Gnl1,male infertility,homozygote,1
Ptprs,hyperactivity,heterozygote,0.880349727858873
Ankrd12,thrombocytosis,heterozygote,0.712705060938242
Akt2,thrombocytosis,homozygote,0.873972393694314
Sst,decreased bone mineral content,homozygote,-0.190963418897628
Rnf115,hypoactivity,homozygote,1.24126478622541
Zfp148,abnormal embryo size,homozygote,1
Pdhb,abnormal embryo turning,homozygote,1
Ptp4a2,decreased body length,homozygote,-3.9304932105032
Lrrc56,decreased body length,homozygote,-0.588010835167149
Thra,decreased startle reflex,heterozygote,-1.03404654941592
Lep,decreased heart weight,homozygote,1.2307661082731
Olfr1006,abnormal pancreas morphology,homozygote,1
Phex,decreased blood urea nitrogen level,homozygote,-2.32355367755237
Pitpnm3,decreased startle reflex,homozygote,-0.655042019966062
Rsbn1,abnormal locomotor behavior,heterozygote,0.184869409996242
Nacc2,decreased grip strength,homozygote,-2.03165961413225
Clpp,increased lean body mass,homozygote,1.86440871315659
Cttnbp2,increased lean body mass,homozygote,1.22618413407096
Tgm6,increased lean body mass,homozygote,0.795316442095972
Zranb1,increased lean body mass,homozygote,1.22247486358478
Abcb11,hypoactivity,heterozygote,-0.949599221550903
Dbn1,increased bone mineral content,heterozygote,0.146326066564378
Epc2,decreased body weight,heterozygote,-0.124760936569796
Dnajc17,"preweaning lethality, complete penetrance",homozygote,1
Naa38,abnormal lymph node morphology,heterozygote,1
Rnf223,abnormal lymph node morphology,homozygote,1
Gspt2,decreased bone mineral content,homozygote,-2.05737834762344
Gm20498,shortened PQ interval,homozygote,-2.64578452272773
Sepsecs,abnormal retinal vasculature morphology,heterozygote,0.407251264755481
Spp1,eyelids fail to open,homozygote,0.186590495679854
Sertad3,decreased lymphocyte cell number,homozygote,-0.891947246156838
Ppp1r32,abnormal coat/hair pigmentation,homozygote,0.492776886035313
Sbno1,embryonic lethality prior to organogenesis,homozygote,1
Gcsh,embryonic lethality prior to organogenesis,homozygote,1
Gna11,decreased hematocrit,homozygote,-3.93025260884058
Cib1,increased monocyte cell number,homozygote,2.89526592414226
Gjc1,edema,homozygote,1
Glrb,decreased circulating alkaline phosphatase level,heterozygote,-0.65819974439625
Wac,decreased circulating glucose level,heterozygote,-0.640588605866873
Atr,embryonic lethality prior to organogenesis,homozygote,1
Actl10,decreased circulating glucose level,homozygote,-0.639209687685732
Btn2a2,decreased circulating glucose level,homozygote,-0.843891895702112
Zfyve28,decreased total body fat amount,homozygote,-0.900370962063804
Rell1,abnormal auditory brainstem response,homozygote,0.723033707865169
Tbcc,embryonic lethality prior to organogenesis,homozygote,1
Gapvd1,abnormal kidney morphology,heterozygote,1
Chst2,abnormal kidney morphology,homozygote,1
Tmem237,increased circulating calcium level,heterozygote,7.97780781727668
Rlim,enlarged heart,heterozygote,1
Strbp,decreased prepulse inhibition,homozygote,-2.47672860056783
Psph,thrombocytopenia,heterozygote,-0.82766728406307
Elmod1,hypoactivity,homozygote,3.44386287300269
Hgsnat,hypoactivity,homozygote,-0.899496502506485
Crlf3,decreased mean corpuscular volume,homozygote,-1.531456125799
Spns2,increased mean corpuscular volume,homozygote,2.29090134883721
Nemp2,abnormal spleen morphology,homozygote,1
Pdik1l,abnormal spleen morphology,homozygote,1
Cep85l,abnormal auditory brainstem response,homozygote,0.971098265895954
Fbn2,abnormal placement of pupils,homozygote,0.20175089534421
Elof1,decreased circulating serum albumin level,heterozygote,-1.29948131708616
Scarb2,decreased mean corpuscular hemoglobin,homozygote,-1.51136343169603
Ckb,abnormal vibrissa morphology,homozygote,0.176470588235294
Trim45,abnormal coat/ hair morphology,heterozygote,0.333591231463572
Ucp1,decreased circulating creatinine level,homozygote,-0.966347256444895
Bmp4,abnormal allantois morphology,homozygote,1
Cmpk1,decreased circulating creatinine level,heterozygote,-1.23621231673998
Ppl,enlarged lymph nodes,homozygote,1
Hgsnat,abnormal sinus arrhythmia,homozygote,-0.31510193888053
Pacrgl,increased prepulse inhibition,homozygote,0.452884665376893
Ufsp2,abnormal bone structure,heterozygote,0.657242681167041
Efemp1,abnormal bone structure,homozygote,1.8993203016567901
St18,decreased body weight,homozygote,-1.23710200431007
Smarcal1,increased body weight,homozygote,0.481239224155756
Arih1,increased exploration in new environment,heterozygote,1.35952540050131
Pik3r2,decreased body weight,homozygote,-1.24372262268283
Fgfr1,embryonic growth retardation,homozygote,1
Casq1,decreased grip strength,homozygote,-1.20426070755368
Fam163a,mydriasis,homozygote,0.249343616672137
Unkl,increased fasting circulating glucose level,homozygote,0.479804778528397
Hibch,abnormal forebrain development,homozygote,1
Cdyl2,increased thigmotaxis,homozygote,-0.627003686376789
Rnf25,decreased blood urea nitrogen level,homozygote,-1.63434255451209
Gemin4,increased total body fat amount,heterozygote,-0.22043884663071
Ebf2,abnormal brain morphology,heterozygote,1
C1qtnf1,abnormal ovary morphology,homozygote,1
Pptc7,unresponsive to tactile stimuli,homozygote,1
Mgmt,improved glucose tolerance,homozygote,-1.53196571444359
Fndc3a,decreased lean body mass,homozygote,-1.96331399984443
Gm5155,increased circulating HDL cholesterol level,homozygote,0.852131962453034
Rufy2,increased grip strength,heterozygote,0.467875006529073
Rundc1,decreased circulating HDL cholesterol level,heterozygote,-1.29316212298989
Trh,small heart,homozygote,1
Zfp654,hypoactivity,heterozygote,-4.1332495579672
Kcnq3,hyperactivity,homozygote,1.48138288425194
Ubiad1,"preweaning lethality, complete penetrance",homozygote,1
Htr1b,"preweaning lethality, incomplete penetrance",homozygote,1
Yeats2,"preweaning lethality, complete penetrance",homozygote,1
Cdk17,"preweaning lethality, incomplete penetrance",homozygote,1
Mars2,"preweaning lethality, complete penetrance",homozygote,1
Zfp407,"preweaning lethality, complete penetrance",homozygote,1
Arl6ip1,hyperactivity,homozygote,1.98870915013158
Toe1,"preweaning lethality, complete penetrance",homozygote,1
Gfm1,increased circulating free fatty acids level,heterozygote,0.881284476581174
Mindy2,decreased heart rate,homozygote,-0.56606694217793
Myh1,increased erythrocyte cell number,homozygote,2.02437497432324
Cecr2,abnormal midbrain morphology,homozygote,1
Try4,increased erythrocyte cell number,homozygote,0.310492779311655
Cpne7,decreased circulating serum albumin level,homozygote,-0.168448597747246
Phyh,increased heart weight,homozygote,0.870115599415587
Msantd1,decreased grip strength,homozygote,-2.0292675018702
Syt4,hyperactivity,homozygote,1.61854800513557
Mmaa,hypoactivity,homozygote,-2.54369376887161
Lrrc41,hyperactivity,homozygote,0.528033783996505
Mybbp1a,increased circulating alkaline phosphatase level,heterozygote,1.84531219227797
Cenpj,abnormal behavior,homozygote,-1.17835633641357
Dbn1,no spontaneous movement,homozygote,1
Dusp11,abnormal cornea morphology,homozygote,0.35034516765286
Slc7a2,short tibia,homozygote,-0.126107840309776
Ltn1,increased circulating sodium level,homozygote,1.74928236188046
Fmc1,decreased total retina thickness,heterozygote,-1.51665953064313
Smagp,increased lean body mass,homozygote,0.266228183108447
Kank1,decreased total retina thickness,homozygote,-1.05661198720924
Ankfy1,increased circulating alkaline phosphatase level,heterozygote,0.756560057985123
Epha3,decreased circulating triglyceride level,homozygote,-1.02464641122465
B2m,increased circulating triglyceride level,heterozygote,1.41838040922751
Rufy2,increased circulating phosphate level,heterozygote,1.29272614212326
Smim1,decreased circulating phosphate level,homozygote,-1.17588024181066
Col1a2,decreased grip strength,homozygote,-1.27636300168158
Irf4,decreased startle reflex,homozygote,-0.788546440699043
Atr,embryonic lethality prior to tooth bud stage,homozygote,1
Pepd,abnormal joint morphology,homozygote,0.348367966828986
Rab18,impaired pupillary reflex,heterozygote,0.530629853321829
Hcn1,hypoactivity,homozygote,-1.6149141480047
Btk,"increased CD4-positive, alpha beta T cell number",hemizygote,4.16650044268131
Gpr83,impaired glucose tolerance,homozygote,2.11806852215348
Atp9a,hyperactivity,homozygote,1.36294100026407
Nog,edema,heterozygote,1
Shank2,increased thigmotaxis,homozygote,1.22277553648339
Gbx1,vertebral fusion,homozygote,0.674157303370786
Camk2b,decreased vertical activity,heterozygote,-1.73336075646394
Strbp,decreased vertical activity,homozygote,-2.58486566876325
Wnk2,hyperactivity,homozygote,1.84345213257999
Scamp5,hyperactivity,heterozygote,2.6427574349183
Pxdn,hyperactivity,homozygote,1.80433143898856
Sgms1,increased circulating alkaline phosphatase level,homozygote,0.616364349712496
Gnasas1,abnormal startle reflex,heterozygote,0.791666666666667
